day,market_cap_BTC,price_BTC,volume_BTC,market_cap_ETH,price_ETH,volume_ETH,market_cap_DOGE,price_DOGE,volume_DOGE,market_cap_XRP,price_XRP,volume_XRP,market_cap_ADA,price_ADA,volume_ADA,market_cap_SOL,price_SOL,volume_SOL,market_cap_TRX,price_TRX,volume_TRX,market_cap_DOT,price_DOT,volume_DOT,market_cap_LTC,price_LTC,volume_LTC,market_cap_AVAX,price_AVAX,volume_AVAX,fear_value,fear_classification
2018-01-21,196828374433.09152,11703.5048628599,4319501969.014785,102337202453.45827,1053.6332024800395,1834167990.4392762,812268715.4265746,0.0071966381682714645,17263817.73944172,53509215790.54997,1.38127,2835820000.0,16308985081.69988,0.6290330817666664,67487204.52579968,,,,4793477385.080525,0.07290660327891434,394856181.49534625,,,,10510684678.797459,191.5864761882356,367248175.6204828,,,,,
2018-01-22,184878210439.39847,10991.5950130802,5012581424.290013,97186332455.0951,1000.3871327788332,2128266201.553245,762138673.1850134,0.006751655790840913,15519942.777099391,50520103531.25321,1.30411,2445750000.0,15072732765.27117,0.5813511689714357,68808151.80195066,,,,4839719959.966953,0.07360993173777669,494944751.6417088,,,,9873313454.878536,179.92105838110913,409587562.7813236,,,,,
2018-01-23,183260375707.76193,10894.0009053405,4779406610.509539,96359326865.87158,991.665320638703,2162095341.3385787,750174326.4147671,0.006644834704077421,13954455.236078735,52001100960.91774,1.34234,3071850000.0,14644928136.54389,0.5648508617693447,62623864.032755,,,,4536710530.520242,0.06900129660971706,337816551.989398,,,,9772732935.877748,178.04211170597296,372431600.7894755,,,,,
2018-01-24,189730563330.71286,11277.1159704489,3582338295.944433,102717867498.02875,1056.8792325682198,1871168506.347743,793671398.5436975,0.0070292553235282405,12298771.276004432,51642763889.91599,1.33309,1819990000.0,16201246474.65611,0.6248776332409309,120247479.6672865,,,,4623973034.288114,0.07032851946532716,430680392.2288616,,,,9826314585.970533,178.96961254775655,290174800.8632885,,,,,
2018-01-25,188880475665.0269,11225.2544568853,3204496193.302373,102976145173.28937,1059.3154960264808,2098100041.2531192,853847825.2697436,0.007561282941470744,16589242.673823046,50734718382.42615,1.30965,1006410000.0,16583948028.889128,0.63963832722956,113543205.04626423,,,,4547042229.286917,0.06915843703255992,296896638.38525045,,,,9834046329.90862,179.06314382212614,289446568.8989438,,,,,
2018-01-26,185867144988.1318,11044.9072365744,4616389063.310399,101975238868.2182,1048.7989058434846,2126139932.407397,805585767.6480418,0.007133016564644556,14412417.678033017,47004526321.15496,1.21336,2043480000.0,16090366555.84459,0.6206010251818365,86436298.9524816,,,,4335182611.660119,0.06593614894141041,266396098.41303337,,,,9617105451.407614,175.06149796221538,301481465.12516737,,,,,
2018-01-27,192805209257.31415,11456.2135062799,2894314081.3753986,106559849459.01985,1095.7825142892807,1592501816.2673755,831982091.6082488,0.007365827882483259,8630229.791337494,47695245237.47509,1.23119,772842000.0,16216442032.255064,0.625463721730052,45494958.251873404,,,,4522940905.453789,0.06879186689692778,235033707.1985266,,,,9871249084.378496,179.6483041294699,232570961.00165474,,,,,
2018-01-28,196359635508.99493,11665.6969300847,2682886340.599035,120356395893.4201,1237.3241758467964,3105991887.223209,843096660.4804739,0.007463308935343168,11326669.733267352,54880194054.63126,1.41666,1307040000.0,16348997933.466618,0.6305763664855509,51114212.4658298,,,,4279834888.948997,0.06509433533973356,170525854.4194309,,,,10549631548.863586,191.9302770791985,291371460.0381232,,,,,
2018-01-29,187828526722.43542,11157.6638878978,2345235501.178288,113796120454.081,1169.6342569193446,2005499364.9335327,780031701.7278298,0.0069041847391909505,10014746.95847439,51122884593.39237,1.31967,1093900000.0,15361030088.121367,0.5924707176465416,54376792.26218041,,,,4163852072.426046,0.0633302896350999,159319598.83226895,,,,9857122566.610882,179.2810953229547,238266079.81406063,,,,,
2018-01-30,186776632503.01822,11095.2106891266,2321424679.531806,113043826616.74722,1161.9086430994253,2006770995.7220535,774846379.4583697,0.006858288626505667,9856115.038494196,50837764502.30341,1.31231,1249430000.0,15243800575.340412,0.5879492074894594,54034613.730166204,,,,4152512527.3377676,0.06315782032968759,160224975.95674708,,,,9769454452.94601,177.68852897104085,236686604.3524098,,,,,
2018-01-31,168188285150.7701,9989.68977659669,3804947187.2286944,102965815556.0668,1058.0960529662955,2570454739.6687236,671975876.2442387,0.005947026607697804,12066227.319824837,44064612773.22817,1.13747,1106340000.0,13008040886.538809,0.5017165694625461,60904687.425443225,,,,3514536002.950034,0.05345448856691226,157554182.79440758,,,,8993854832.515177,163.53293484489572,365404487.53304714,,,,,
2018-02-01,170304196700.15707,10114.495086226,3225562144.838607,107663538775.87933,1106.1381723552724,2148302756.922482,666198506.9171796,0.005895167732777463,11616296.463033274,44316417201.49967,1.14397,1262330000.0,12949584182.16657,0.4994619104070018,58966605.09924155,,,,3562404575.818484,0.05418254771297397,152353914.64948863,,,,8879163932.691711,161.40740610710998,307281486.29548025,,,,30,Fear
2018-02-02,152744180864.1639,9070.55544937356,4769515274.345698,99423764457.44884,1021.2693786534147,3414246407.713859,563339188.1795253,0.004984351225121056,14156843.945627095,37378474579.108246,0.958196,1403940000.0,10679880232.857233,0.41192005156171696,86000222.89314842,,,,3012186224.5901117,0.04581397771102926,184210499.76045153,,,,7795087469.291743,141.66168195711376,470475465.98759454,,,,15,Extreme Fear
2018-02-03,148715185541.37634,8830.16351005472,6813550017.173829,89061856063.48083,914.6388425021536,4640850229.358906,500127220.4543213,0.004424519457976242,23728586.68929323,34982138450.17991,0.896766,3559920000.0,10368309335.206608,0.39990284748947247,165611115.0587108,,,,2770207533.6923323,0.042133592261805096,221441253.0381867,,,,7231410390.144046,131.38437864518806,742356788.2170072,,,,40,Fear
2018-02-04,151507305722.97018,8994.91486607664,3422042094.7330213,91725607014.4353,941.8032295185238,1878004123.5207362,573240050.4475315,0.005070709589210817,15431662.428093154,35886567119.38394,0.919951,2021760000.0,11616435329.209091,0.448042724772298,138106828.2680116,,,,2939927150.8668785,0.044714950178816736,164316582.77623305,,,,8492714843.211039,154.25836575875746,593393034.9734517,,,,24,Extreme Fear
2018-02-05,140081544557.2351,8315.51749143615,3337096341.0061126,81329819333.7154,834.8891703333355,1882681773.9790668,497441064.0020127,0.004399674534546153,9786740.030113684,32776752432.77858,0.840231,1231960000.0,10242880678.661112,0.39506509860605493,83335835.56425951,,,,2558737306.280775,0.0389172266181113,105031489.85530601,,,,8311840566.706314,150.93136565392322,917168690.3110209,,,,11,Extreme Fear
